index,modelId,layer,description,explanationModelName,typeName,bio_related
8615,gemma-2-9b,1-gemmascope-res-16k,terms related to criminal offenses and legal proceedings,,oai_token-act-pair,
8616,gemma-2-9b,1-gemmascope-res-16k,terms related to stem cells,,oai_token-act-pair,
8617,gemma-2-9b,1-gemmascope-res-16k,programming and technical terms related to code structure and data management,,oai_token-act-pair,
8618,gemma-2-9b,1-gemmascope-res-16k, terms related to tax obligations and financial regulations,,oai_token-act-pair,
8619,gemma-2-9b,1-gemmascope-res-16k,references to numerical values and their significance,,oai_token-act-pair,
8620,gemma-2-9b,1-gemmascope-res-16k,terms related to scientific classifications and biological entities,,oai_token-act-pair,
8621,gemma-2-9b,1-gemmascope-res-16k, phrases that emphasize fairness and equitable treatment,,oai_token-act-pair,
8622,gemma-2-9b,1-gemmascope-res-16k, punctuation marks and dashes denoting breaks or pauses in thought,,oai_token-act-pair,
8623,gemma-2-9b,1-gemmascope-res-16k, references to the sun and related solar phenomena,,oai_token-act-pair,
8624,gemma-2-9b,1-gemmascope-res-16k,specific names and terms related to ancient mythology and culture,,oai_token-act-pair,
8625,gemma-2-9b,1-gemmascope-res-16k, mathematical expressions or symbols related to limits,,oai_token-act-pair,
8626,gemma-2-9b,1-gemmascope-res-16k, initialization assignments in code or mathematical expressions,,oai_token-act-pair,
8627,gemma-2-9b,1-gemmascope-res-16k, references to elements or components in a structured format,,oai_token-act-pair,
8628,gemma-2-9b,1-gemmascope-res-16k,references to supplementary or additional information,,oai_token-act-pair,
8629,gemma-2-9b,1-gemmascope-res-16k,references to data sizes and formats,,oai_token-act-pair,
8630,gemma-2-9b,1-gemmascope-res-16k,references to personal relationships and romantic partners,,oai_token-act-pair,
8631,gemma-2-9b,1-gemmascope-res-16k, concepts relating to perception and emotional understanding,gpt-4o-mini,oai_token-act-pair,
8632,gemma-2-9b,1-gemmascope-res-16k,designations or identifiers related to entities or items,,oai_token-act-pair,
8633,gemma-2-9b,1-gemmascope-res-16k,references to specific programming functions or commands in coding,,oai_token-act-pair,
8634,gemma-2-9b,1-gemmascope-res-16k, references to size measurements or characteristics,,oai_token-act-pair,
8635,gemma-2-9b,1-gemmascope-res-16k, occurrences of the letter 'q' in various contexts,,oai_token-act-pair,
8636,gemma-2-9b,1-gemmascope-res-16k,"instances of the word ""prepared"" and its variations",,oai_token-act-pair,
8637,gemma-2-9b,1-gemmascope-res-16k,references to summaries or summary judgments,,oai_token-act-pair,
8638,gemma-2-9b,1-gemmascope-res-16k,directory-related terms and structures in code or file management contexts,,oai_token-act-pair,
8639,gemma-2-9b,1-gemmascope-res-16k,references to vice or roles associated with authority,,oai_token-act-pair,
8640,gemma-2-9b,1-gemmascope-res-16k,"references to individuals and groups, particularly through the use of the word ""whom.""",,oai_token-act-pair,
8641,gemma-2-9b,1-gemmascope-res-16k,"names and terms associated with legal cases or characters, particularly those with ""Gro"" prefixes",,oai_token-act-pair,
8642,gemma-2-9b,1-gemmascope-res-16k,terms related to awards and prizes,,oai_token-act-pair,
8643,gemma-2-9b,1-gemmascope-res-16k,"references to tips, particularly in various contexts related to advice or recommendations",,oai_token-act-pair,
8644,gemma-2-9b,1-gemmascope-res-16k,phrases indicating readiness or preparation,,oai_token-act-pair,
8645,gemma-2-9b,1-gemmascope-res-16k,terms expressing high levels of intensity or emphasis,,oai_token-act-pair,
8646,gemma-2-9b,1-gemmascope-res-16k,terms related to governmental or organizational agencies,,oai_token-act-pair,
8647,gemma-2-9b,1-gemmascope-res-16k,"variations of the word ""fine"" along with words related to penalties or fees",,oai_token-act-pair,
8648,gemma-2-9b,1-gemmascope-res-16k,"references to individuals named Rob and related terms, particularly in legal or formal contexts",,oai_token-act-pair,
8649,gemma-2-9b,1-gemmascope-res-16k," various forms of the word ""energy""",,oai_token-act-pair,
8650,gemma-2-9b,1-gemmascope-res-16k,verbs related to making changes or adjustments,,oai_token-act-pair,
8651,gemma-2-9b,1-gemmascope-res-16k,numerical values and associated formatting in mathematical or legal contexts,,oai_token-act-pair,
8652,gemma-2-9b,1-gemmascope-res-16k, numerical data related to statistics or measurements,,oai_token-act-pair,
8653,gemma-2-9b,1-gemmascope-res-16k,the concept of 'world' and its variations or contexts,,oai_token-act-pair,
8654,gemma-2-9b,1-gemmascope-res-16k,references to individuals named Kevin,,oai_token-act-pair,
8655,gemma-2-9b,1-gemmascope-res-16k," forms of the verb ""wear.""",,oai_token-act-pair,
8656,gemma-2-9b,1-gemmascope-res-16k,referenced file formats or data structures related to data extraction,,oai_token-act-pair,
8657,gemma-2-9b,1-gemmascope-res-16k,references to version control systems and related commands,,oai_token-act-pair,
8658,gemma-2-9b,1-gemmascope-res-16k,words related to boots and mud,,oai_token-act-pair,
8659,gemma-2-9b,1-gemmascope-res-16k,plural forms of words related to various subjects,,oai_token-act-pair,
8660,gemma-2-9b,1-gemmascope-res-16k,"instances of the term ""proposal"" and related terms indicating suggested plans or agreements",,oai_token-act-pair,
8661,gemma-2-9b,1-gemmascope-res-16k, references to statistical analysis components and methodologies,,oai_token-act-pair,
8662,gemma-2-9b,1-gemmascope-res-16k, code snippets related to state management in React,,oai_token-act-pair,
8663,gemma-2-9b,1-gemmascope-res-16k,references to various types of tokens used in programming or authentication contexts,,oai_token-act-pair,
8664,gemma-2-9b,1-gemmascope-res-16k,phrases describing adequacy or appropriateness,,oai_token-act-pair,
8665,gemma-2-9b,1-gemmascope-res-16k, references to latitude and related terms in a scientific context,,oai_token-act-pair,
8666,gemma-2-9b,1-gemmascope-res-16k,legal terminology and concepts related to evidence and court procedures,,oai_token-act-pair,
8667,gemma-2-9b,1-gemmascope-res-16k,terms related to indoor environments and density measurements,,oai_token-act-pair,
8668,gemma-2-9b,1-gemmascope-res-16k,elements related to absurdity or craziness,,oai_token-act-pair,
8669,gemma-2-9b,1-gemmascope-res-16k," numerical values in a structured format, including measurements and counts",,oai_token-act-pair,
8670,gemma-2-9b,1-gemmascope-res-16k,specific technical terms and identifiers related to system calls and file attributes,,oai_token-act-pair,
8671,gemma-2-9b,1-gemmascope-res-16k,mathematical expressions or symbols associated with functions and their properties,,oai_token-act-pair,
8672,gemma-2-9b,1-gemmascope-res-16k," the term ""grand"" in various contexts, indicating a focus on significant or noteworthy events or attributes",,oai_token-act-pair,
8673,gemma-2-9b,1-gemmascope-res-16k,references to different types of stations,,oai_token-act-pair,
8674,gemma-2-9b,1-gemmascope-res-16k,references to specific episodes within a television series,,oai_token-act-pair,
8675,gemma-2-9b,1-gemmascope-res-16k," terminology related to physics and geometry, particularly focusing on arc shapes and physical properties",,oai_token-act-pair,
8676,gemma-2-9b,1-gemmascope-res-16k,references to wood and related constructions,,oai_token-act-pair,
8677,gemma-2-9b,1-gemmascope-res-16k," instances of the term ""semi"" and its variations in different contexts",,oai_token-act-pair,
8678,gemma-2-9b,1-gemmascope-res-16k, Java import statements related to libraries and frameworks,,oai_token-act-pair,
8679,gemma-2-9b,1-gemmascope-res-16k, words related to touch or tactile sensations,,oai_token-act-pair,
8680,gemma-2-9b,1-gemmascope-res-16k,references to items or objects in text,,oai_token-act-pair,
8681,gemma-2-9b,1-gemmascope-res-16k,references to Vietnam and various specific associated terms and phrases,,oai_token-act-pair,
8682,gemma-2-9b,1-gemmascope-res-16k,"occurrences of the programming term ""PHP"" and references to chronic conditions",,oai_token-act-pair,
8683,gemma-2-9b,1-gemmascope-res-16k,percentage symbols and related mathematical expressions,,oai_token-act-pair,
8684,gemma-2-9b,1-gemmascope-res-16k,names of individuals or entities associated with events or actions,,oai_token-act-pair,
8685,gemma-2-9b,1-gemmascope-res-16k," the word ""just"" and its variations in intensity",,oai_token-act-pair,
8686,gemma-2-9b,1-gemmascope-res-16k,"mentions of ""Force"" in various contexts, particularly related to military or government entities",,oai_token-act-pair,
8687,gemma-2-9b,1-gemmascope-res-16k,references to the web or web-related technologies,,oai_token-act-pair,
8688,gemma-2-9b,1-gemmascope-res-16k,"different variations of the word ""quote"" and related context",,oai_token-act-pair,
8689,gemma-2-9b,1-gemmascope-res-16k, chemical compounds and their interactions,,oai_token-act-pair,
8690,gemma-2-9b,1-gemmascope-res-16k," the pronoun ""e"" used in various contexts",,oai_token-act-pair,
8691,gemma-2-9b,1-gemmascope-res-16k," occurrences of the prefix ""squ"" and terms related to various scientific concepts and measurements",,oai_token-act-pair,
8692,gemma-2-9b,1-gemmascope-res-16k,dramatic statements or transformations in various contexts,,oai_token-act-pair,
8693,gemma-2-9b,1-gemmascope-res-16k,references to teams and team dynamics in sports contexts,,oai_token-act-pair,
8694,gemma-2-9b,1-gemmascope-res-16k,modal verbs indicating obligation or necessity,,oai_token-act-pair,
8695,gemma-2-9b,1-gemmascope-res-16k,visual representation of structured information,,oai_token-act-pair,
8696,gemma-2-9b,1-gemmascope-res-16k,terms related to frequency and its measurements,,oai_token-act-pair,
8697,gemma-2-9b,1-gemmascope-res-16k, occurrences of the letter 'x',,oai_token-act-pair,
8698,gemma-2-9b,1-gemmascope-res-16k,terms related to telecommunications and transportation carriers,,oai_token-act-pair,
8699,gemma-2-9b,1-gemmascope-res-16k," instances of words or phrases related to the German word ""für"" (meaning ""for"")",,oai_token-act-pair,
8700,gemma-2-9b,1-gemmascope-res-16k, references to scientific methodologies and technologies in research contexts,,oai_token-act-pair,
8701,gemma-2-9b,1-gemmascope-res-16k, mentions of political parties or related entities,,oai_token-act-pair,
8702,gemma-2-9b,1-gemmascope-res-16k," instances of the word ""concert""",,oai_token-act-pair,
8703,gemma-2-9b,1-gemmascope-res-16k,requests for more information,,oai_token-act-pair,
8704,gemma-2-9b,1-gemmascope-res-16k,references to property ownership,,oai_token-act-pair,
8705,gemma-2-9b,1-gemmascope-res-16k,"references to ""IC"" as it relates to various contexts, likely indicating specific identifiers or classifications within technical documentation or studies",,oai_token-act-pair,
8706,gemma-2-9b,1-gemmascope-res-16k,"instances of the word ""bel"" and related terms or names",,oai_token-act-pair,
8707,gemma-2-9b,1-gemmascope-res-16k, terms related to function arguments and callbacks in programming,,oai_token-act-pair,
8708,gemma-2-9b,1-gemmascope-res-16k,references to joint ventures or collaborations,,oai_token-act-pair,
8709,gemma-2-9b,1-gemmascope-res-16k,terms related to various forms of ideological or philosophical movements,,oai_token-act-pair,
8710,gemma-2-9b,1-gemmascope-res-16k,terms related to washing or cleaning processes,,oai_token-act-pair,
8711,gemma-2-9b,1-gemmascope-res-16k,references to fat in various contexts,,oai_token-act-pair,
8712,gemma-2-9b,1-gemmascope-res-16k,"the term ""resist,"" particularly in the context of cancer and its associated studies",,oai_token-act-pair,
8713,gemma-2-9b,1-gemmascope-res-16k, mathematical symbols and expressions,,oai_token-act-pair,
8714,gemma-2-9b,1-gemmascope-res-16k,names of individuals involved in legal and academic contexts,,oai_token-act-pair,
8715,gemma-2-9b,1-gemmascope-res-16k,references to beds and related terms,,oai_token-act-pair,
8716,gemma-2-9b,1-gemmascope-res-16k," references to the word ""am"" in various forms and contexts",,oai_token-act-pair,
8717,gemma-2-9b,1-gemmascope-res-16k,terms associated with activity and activation,,oai_token-act-pair,
8718,gemma-2-9b,1-gemmascope-res-16k,terms related to vehicle transmission and gear systems,,oai_token-act-pair,
8719,gemma-2-9b,1-gemmascope-res-16k,terms related to long-term effects and memory,,oai_token-act-pair,
8720,gemma-2-9b,1-gemmascope-res-16k,"terms related to the concept of ""odd.""",,oai_token-act-pair,
8721,gemma-2-9b,1-gemmascope-res-16k, concepts related to courage and compassion,,oai_token-act-pair,
8722,gemma-2-9b,1-gemmascope-res-16k, occurrences of whitespace or special formatting characters,,oai_token-act-pair,
8723,gemma-2-9b,1-gemmascope-res-16k,terms related to entertainment and visual elements,,oai_token-act-pair,
8724,gemma-2-9b,1-gemmascope-res-16k,references to layers or levels in a structured context,,oai_token-act-pair,
8725,gemma-2-9b,1-gemmascope-res-16k,elements related to account management and verification codes,,oai_token-act-pair,
8726,gemma-2-9b,1-gemmascope-res-16k,"the term ""Daika"" or related variations, indicating a specific character or entity in a narrative",,oai_token-act-pair,
8727,gemma-2-9b,1-gemmascope-res-16k, the concept of agreements or contracts,,oai_token-act-pair,
8728,gemma-2-9b,1-gemmascope-res-16k,references to direct current and alternating current in electrical contexts,,oai_token-act-pair,
8729,gemma-2-9b,1-gemmascope-res-16k," the term ""capital"" in various contexts",,oai_token-act-pair,
8730,gemma-2-9b,1-gemmascope-res-16k, terms associated with enjoyment and playful activities,,oai_token-act-pair,
8731,gemma-2-9b,1-gemmascope-res-16k, punctuation marks used in coding or mathematical expressions,,oai_token-act-pair,
8732,gemma-2-9b,1-gemmascope-res-16k, terms related to processing methods and actions,,oai_token-act-pair,
8733,gemma-2-9b,1-gemmascope-res-16k," occurrences of underscores, possibly indicating variable or function names in programming contexts",,oai_token-act-pair,
8734,gemma-2-9b,1-gemmascope-res-16k,references to vacation or holiday activities,,oai_token-act-pair,
8735,gemma-2-9b,1-gemmascope-res-16k," instances of the word ""touch"" or its variants indicating contact or interaction",,oai_token-act-pair,
